    20852.98704 0.01
    11565.30446 0.01
     6354.88938 0.01
    13880.72943 0.01
    13644.90389 0.01
    22476.72185 0.01
 10109756.01122 0.01
    10148.40540 0.01
    10202.53257 0.01
     8029.35453 0.01
    20814.96676 0.01
   170824.20998 0.01
    39705.77611 0.01
    12420.34078 0.01
    35150.55121 0.01
     9041.81816 0.01
    25220.75448 0.01
     6369.53098 0.01
    11670.92832 0.01
     9239.65959 0.01
    69094.12954 0.01
    38269.98048 0.01
    17409.62505 0.01
     6807.97130 0.01
   485810.41980 0.01
     5427.99596 0.01
    19767.64157 0.01
    38567.23445 0.01
     8701.78095 0.01
     9606.40005 0.01
     9388.13405 0.01
   176066.79706 0.01
     7719.69199 0.01
     7743.34180 0.01
    22747.28582 0.01
    15284.65116 0.01
     6663.96544 0.01
     8721.60351 0.01
    49924.37449 0.01
   538817.45368 0.01
     9087.63268 0.01
    12183.26138 0.01
   103466.74153 0.01
    10120.17490 0.01
    39072.71208 0.01
    11232.11974 0.01
   882764.53558 0.01
  4883663.82768 0.01
    22587.39297 0.01
     7406.48702 0.01
    12056.43243 0.01
     6885.44613 0.01
     9453.70807 0.01
    21110.18825 0.01
   898502.97108 0.01
     8254.38707 0.01
     6020.14292 0.01
     6951.07891 0.01
     6449.07594 0.01
     6748.15151 0.01
     8083.61064 0.01
    18895.73137 0.01
  7191285.21174 0.01
     7648.54103 0.01
     5023.62461 0.01
     9146.36170 0.01
    12206.99832 0.01
    18439.07284 0.01
    12009.78125 0.01
   267130.98869 0.01
    16791.16248 0.01
    24100.90580 0.01
    18034.68793 0.01
    37659.01207 0.01
    12346.95868 0.01
    38838.37614 0.01
     8453.60512 0.01
    10791.70870 0.01
    76423.69279 0.01
     7366.35706 0.01
    10157.63366 0.01
   126262.71456 0.01
    11598.60442 0.01
     7642.54021 0.01
     7489.61928 0.01
   107963.69993 0.01
     8067.95836 0.01
    25257.50959 0.01
    73914.88486 0.01
    12919.19508 0.01
   106346.48200 0.01
     8529.57181 0.01
     7076.94070 0.01
     7289.26120 0.01
     6350.38821 0.01
    35614.97031 0.01
    14055.73397 0.01
    10661.91966 0.01
    21867.90509 0.01
     6974.80546 0.01
